,label,text
4027,False,all gener invest risk appli howev for thi fund investor should specif be awar of the following:
4039,False,"£5,000 million to £35,000 million"
4043,False,• investor with basic invest knowledge.
4044,False,• investor who can accept larg short term losses.
4045,False,• investor want an incom and some growth over the longer term (5 year or more).
4046,False,"£5,000,000 for the initi purchas in ani fund and £50,000 for ani subsequ purchas in that same fund."
4048,False,• for gener sale to retail and profession investor through all distribut channel with or without profession advice.
4049,False,£50 minimum per month.
4051,False,"£50,000 in ani fund."
4052,False,"£50,000 in ani fund."
4053,False,£500 in ani fund and the minimum valu of ani subsequ purchas is £50.
4054,False,£500 in ani fund.
4057,True,• the fund will invest at least 70% in equiti and equiti relat secur of compani list on global stock exchanges.
4058,True,"• the fund may also invest in other fund (includ those manag by aberdeen standard investments) and money-market instruments, and cash."
4060,False,"• the manag team use their discret (activ management) to maintain a concentr asset mix at country, sector and stock level."
4062,True,"• in seek to achiev the perform target, the msci ac world index is use as a refer point for portfolio construct and as a basi for set risk constraints. the expect variat (“track error”) between the return of the fund and the index is not ordinarili expect to exceed 10%. due to the activ natur of the manag process, the fund’ perform profil may deviat significantli from that of the msci ac world index."
4065,True,"• the fund may use deriv to reduc risk, reduc cost and/or gener addit incom or growth consist with the risk profil of the fund (often refer to as “effici portfolio management”)."
4066,False,• • • • • •
4067,False,• arbitrari delay and market closur
4068,False,all gener invest risk appli howev for thi fund investor should specif be awar of the following:
4078,True,• at least 60% of the fund will be invest in larg and mid-capitalis companies. larg and mid-capitalis compani are classifi as stock that have a market capitalis between the largest and smallest stock in the ftse 350 index.
4082,False,• investor with basic invest knowledge.
4083,False,• investor who can accept larg short term losses.
4084,False,• investor want a return (growth) over the longer term (5 year or more).
4085,False,"• becaus compani share are not publicli traded, the onli option for liquid of share is gener redemption, which could be subject to ani redempt polici set by the company."
4087,False,• for gener sale to retail and profession investor through all distribut channel with or without profession advice.
4088,False,"• chang in demographics, cultur and popul"
4090,False,• chang in technolog and busi practic
4091,False,"• cost and avail of energy, commodities, and natur resourc"
4092,False,"• deriv usag in the fund is expect to be veri limited. where deriv are used, thi would mainli be in respons to signific inflow into the fund so that in these instances, cash can be invest while maintain the fund’ exist alloc to compani shares."
4093,False,"• deriv usag in the fund is expect to be veri limited. where deriv are used, thi would mainli be in respons to signific inflow into the fund so that in these instances, cash can be invest while maintain the fund’ exist alloc to compani shares."
4096,True,• the fund will invest at least 70% in small-capitalis equiti and equiti relat secur of compani list on global stock exchanges.
4097,False,"• deriv usag in the fund is expect to be veri limited. where deriv are used, thi would mainli be in respons to signific inflow into the fund so that in these instances, cash can be invest while maintain the fund’ exist alloc to compani shares."
4098,True,• the fund may also invest in mid and larger capitalis compani list on global stock exchanges.
4100,True,"• the fund may also invest in other fund (includ those manag by aberdeen standard investments) and money-market instruments, and cash."
4102,False,"• the manag team use their discret (activ management) to maintain a divers asset mix at country, sector and stock level.."
4103,False,"• deriv usag in the fund is expect to be veri limited. where deriv are used, thi would mainli be in respons to signific inflow into the fund so that in these instances, cash can be invest while maintain the fund’ exist alloc to compani shares."
4104,True,"• in seek to achiev the perform target, the msci ac world small cap index is use as a refer point for portfolio construct and as a basi for set risk constraints. the expect variat (“track error”) between the return of the fund and the index is not ordinarili expect to exceed 10%. due to the activ natur of the manag process, the fund’ perform profil may deviat significantli from that of the msci ac world small cap index."
4105,False,pleas note: the fund’ abil to buy and sell small and mid-capitalis share and the associ cost can be affect dure period of market stress. in certain circumst investor in the fund may not be abl to sell their invest when they want to.
4107,True,"• the fund may use deriv to reduc risk, reduc cost and/or gener addit incom or growth consist with the risk profil of the fund (often refer to as “effici portfolio management”)."
4108,False,"• deriv usag in the fund is expect to be veri limited. where deriv are used, thi would mainli be in respons to signific inflow into the fund so that in these instances, cash can be invest while maintain the fund’ exist alloc to compani shares."
4109,False,"• deriv usag in the fund is expect to be veri limited. where deriv are used, thi would mainli be in respons to signific inflow into the fund so that in these instances, cash can be invest while maintain the fund’ exist alloc to compani shares."
4110,False,all gener invest risk appli howev for thi fund investor should specif be awar of the following:
4114,False,"• deriv usag in the fund is expect to be veri limited. where deriv are used, thi would mainli be in respons to signific inflow into the fund so that in these instances, cash can be invest while maintain the fund’ exist alloc to compani shares."
4118,False,• investor with basic invest knowledge.
4119,False,• investor who can accept larg short term losses.
4120,False,• investor want a return (growth) over the longer term (5 year or more).
4121,False,"• deriv usag in the fund is expect to be veri limited. where deriv are used, thi would mainli be in respons to signific inflow into the fund so that in these instances, cash can be invest while maintain the fund’ exist alloc to compani shares."
4123,False,• for gener sale to retail and profession investor through all distribut channel with or without profession advice.
4124,False,"• deriv usag in the fund is expect to be veri limited. where deriv are used, thi would mainli be in respons to signific inflow into the fund so that in these instances, cash can be invest while maintain the fund’ exist alloc to compani shares."
4126,False,"• deriv usag in the fund is expect to be veri limited. where deriv are used, thi would mainli be in respons to signific inflow into the fund so that in these instances, cash can be invest while maintain the fund’ exist alloc to compani shares."
4127,False,"• deriv usag in the fund is expect to be veri limited. where deriv are used, thi would mainli be in respons to signific inflow into the fund so that in these instances, cash can be invest while maintain the fund’ exist alloc to compani shares."
4128,False,"• deriv usag in the fund is expect to be veri limited. where deriv are used, thi would mainli be in respons to signific inflow into the fund so that in these instances, cash can be invest while maintain the fund’ exist alloc to compani shares."
4129,False,"• deriv usag in the fund is expect to be veri limited. where deriv are used, thi would mainli be in respons to signific inflow into the fund so that in these instances, cash can be invest while maintain the fund’ exist alloc to compani shares."
4133,True,• the fund will invest at least 70% in sterl and euro denomin sub-invest grade corpor bond
4134,True,"• the fund may also invest in bond issu anywher in the world by govern and corporations, includ sub-sovereign and the follow types: invest grade, inflation-linked, convertible, asset back and mortgag backed."
4135,True,"• the fund may also invest in other fund (includ those manag by aberdeen standard investments) and money-market instruments, and cash."
4137,False,"• the manag team use their discret (activ management) to identifi bond and deriv base on analysi of global econom and market condit (for example, interest rate and inflation) and analysi of a company' prospect and creditworthi compar to that of the market."
4139,False,pleas note: the fund’ abil to buy and sell bond and the associ cost can be affect dure period of market stress which could includ period where interest rate move sharply.
4141,True,"• the fund may use deriv to reduc risk, reduc cost and/or gener addit incom or growth consist with the risk profil of the fund (often refer to as “effici portfolio management”)."
4142,False,"• deriv usag in the fund is expect to be veri limited. where deriv are used, thi would mainli be in respons to signific inflow into the fund so that in these instances, cash can be invest while maintain the fund’ exist alloc to compani shares."
4143,False,"• deriv usag in the fund is expect to be veri limited. where deriv are used, thi would mainli be in respons to signific inflow into the fund so that in these instances, cash can be invest while maintain the fund’ exist alloc to compani shares."
4144,False,all gener invest risk appli howev for thi fund investor should specif be awar of the following:
4159,False,• investor with basic invest knowledge.
4160,False,• investor who can accept larg short term losses.
4161,False,• investor want an incom and some growth over the longer term (5 year or more).
4164,False,• for gener sale to retail and profession investor through all distribut channel with or without profession advice.
4173,True,• the fund will invest at least 60% in sterl denomin invest grade corpor bond
4175,True,"• at the point of invest all bond shall be invest grade with a credit rate of “bbb-” or higher from at least one major rate agenc such as standard & poor’s, moody’ or fitch.• the fund may also invest in other fund (includ those manag by aberdeen standard investments) and money-market instruments, and cash."
4177,False,"• the manag team use their discret (activ management) to identifi bond and deriv base on analysi of global econom and market condit (for example, interest rate and inflation) and analysi of a company' prospect and creditworthi compar to that of the market."
4178,True,"• in seek to achiev the perform target, the iboxx sterl collater & corpor is use as a refer point for portfolio construct and as a basi for set risk constraints. the expect variat (“track error”) between the return of the fund and the index is not ordinarili expect to exceed 2.5% . due to the fund' risk constraints, the intent is that the fund' perform profil will not deviat significantli from that of the iboxx sterl collater & corpor over the longer term."
4179,False,pleas note: the fund’ abil to buy and sell bond and the associ cost can be affect dure period of market stress which could includ period where interest rate move sharply.
4181,True,"• the fund may use deriv to reduc risk, reduc cost and/or gener addit incom or growth consist with the risk profil of the fund (often refer to as “effici portfolio management”)."
4185,False,all gener invest risk appli howev for thi fund investor should specif be awar of the following:
4195,False,• investor with basic invest knowledge.
4196,False,• investor who can accept larg short term losses.
4197,False,• investor want an incom and some growth over the longer term (5 year or more).
4200,False,• for gener sale to retail and profession investor through all distribut channel with or without profession advice.
4201,False,*pleas note that thi fund wa previous known as the “corpor bond fund”.
4202,False,asi (sli) asian pacif growth equiti fund
4207,False,• manipul of market price by larg investor
4210,True,"• the fund will invest at least 70% in equiti and equiti relat secur of compani listed, incorporated, or domicil in japan or compani that deriv a signific proport of their revenu or profit from japanes oper or have a signific proport of their asset there."
4211,True,"• the fund may also invest in other fund (includ those manag by aberdeen standard investments) and money-market instruments, and cash."
4213,False,• the manag team use their discret (activ management) to maintain a divers asset mix at sector and stock level.
4215,False,• market infrastructur that is unabl to handl peak trade volum
4216,True,"• in seek to achiev the perform target, the msci japan index is use as a refer point for portfolio construct and as a basi for set risk constraints. the expect variat (“track error”) between the return of the fund and the index is not ordinarili expect to exceed 10%. due to the activ natur of the manag process, the fund’ perform profil may deviat significantli from that of the msci japan index."
4218,True,"• the fund may use deriv to reduc risk, reduc cost and/or gener addit incom or growth consist with the risk profil of the fund (often refer to as “effici portfolio management”)."
4219,False,• natur or human-caus disast
4220,False,• polit and econom news
4221,False,all gener invest risk appli howev for thi fund investor should specif be awar of the following:
4229,False,• investor with basic invest knowledge.
4230,False,• investor who can accept larg short term losses.
4231,False,• investor want a return (growth) over the longer term (5 year or more).
4232,False,"• political, economic, or social instabl"
4234,False,• for gener sale to retail and profession investor through all distribut channel with or without profession advic
4235,False,asi (sli) asian pacif growth equiti fund
4237,False,"• quotas, regulations, laws, or practic that place outsid investor (such as the fund) at a disadvantag"
4238,False,"• recoveri compani are those that are out of favour with the stock market, in difficulti or whose futur prospect are not fulli recognis by the market."
4239,False,• scientif or investig discoveri
4242,True,• the fund will invest at least 60% in sterl denomin invest grade corpor bonds.
4243,True,"• the fund may also invest in bond issu anywher in the world by govern and corporations, includ sub-sovereigns, - sub-invest grade, inflation-linked, convertible, asset back and mortgag back bonds. the fund will employ techniqu to reduc (hedge) risk relat to currenc movement on non-sterl bonds."
4245,True,"• the fund may also invest in other fund (includ those manag by aberdeen standard investments) and money-market instruments, and cash."
4247,False,"• the manag team use their discret (activ management) to identifi bond and deriv base on analysi of global econom and market condit (for example, interest rate and inflation) and analysi of a company' prospect and creditworthi compar to that of the market."
4248,True,"• in seek to achiev the perform target, the bloomberg barclay sterl corpor and collateralis index (hedg to 2 year duration) is use as a refer point for portfolio construct and as a basi for set risk constraints. the expect variat (“track error”) between the return of the fund and the index is not ordinarili expect to exceed 3% . due to the fund' risk constraints, the intent is that the fund' perform profil will not deviat significantli from that of the bloomberg barclay sterl corpor and collateralis index (hedg to 2 year duration) over the longer term."
4249,False,pleas note: the fund’ abil to buy and sell bond and the associ cost can be affect dure period of market stress which could includ period where interest rate move sharply.
4251,True,"• the fund may use deriv to reduc risk, reduc cost and/or gener addit incom or growth consist with the risk profil of the fund (often refer to as “effici portfolio management”)."
4252,True,"• in particular, the fund will use deriv to reduc the fund’ exposur to interest rate risk to a level consist with that of the bloomberg barclay sterl corpor and collateralis index (hedg to 2 year duration) ."
4253,False,"• signific govern control of busi or intervent in market • excess fees, trade costs, taxation, or outright seizur of asset"
4254,True,• the fund may also invest in other fund which may use deriv extens although these invest shall be in line with fund’ overal risk profile.
4255,False,• small capitalis compani are defin as ani stock have a market cap less than the 10th percentil stock of the overal uk equiti market.
4256,False,all gener invest risk appli howev for thi fund investor should specif be awar of the following:
4262,False,"• small capitalis compani are defin as ani stock includ in the msci ac world small cap index or, if not includ within the index, ani stock have a market capitalis smaller than that of the stock with the largest market capitalis in such index."
4264,False,• smaller and mid-capitalis compani are defin as ani stock not includ in the ftse all-shar ex ftse 100 ex invest trust index.
4268,False,"• the action of other investors, in particular sudden larg outflow of cash, could interfer with orderli manag of the compani and caus it nav to fall."
4270,False,• investor with basic invest knowledge.
4271,False,• investor want to preserv capital.
4272,False,• investor want an incom and to preserv capit over the short to medium term (1-3 years).
4275,False,• for gener sale to retail and profession investor through all distribut channel with or without profession advice.
4276,False,asi (sli) asian pacif growth equiti fund
4281,False,• the compani may not be abl to hold a servic provid fulli respons for ani loss or lost opportun aris from the servic provider’ misconduct.
4282,False,• the company’ buy and sell of invest may not be optim for the tax effici of ani given investor.
4285,True,"• the fund will invest at least 70% in equiti and equiti relat secur of compani listed, incorporated, or domicil in the uk or compani that deriv a signific proport of their revenu or profit from uk oper or have a signific proport of their asset there."
4286,True,"• the fund may also invest in other fund (includ those manag by aberdeen standard investments) and money-market instruments, and cash."
4288,False,• the manag team use their discret (activ management) to maintain a divers asset mix at sector and stock level.
4289,False,"• the fund ha specif and gener risk with a risk rate as per the srri number, all detail on the key investor inform"
4290,True,"• in seek to achiev the perform target, the ftse all-shar index is use as a refer point for portfolio construct and as a basi for set risk constraints. the expect variat (“track error”) between the return of the fund and the index is not ordinarili expect to exceed 8%. due to the fund' risk constraints, the intent is that the fund' perform profil will not deviat significantli from that of the ftse all-shar index over the longer term."
4292,True,"• the fund may use deriv to reduc risk, reduc cost and/or gener addit incom or growth consist with the risk profil of the fund (often refer to as “effici portfolio management”)."
4293,False,"• the fund ha specif and gener risk with a risk rate as per the srri number, all detail on the key investor inform"
4294,False,"• the fund ha specif and gener risk with a risk rate as per the srri number, all detail on the key investor inform"
4295,False,all gener invest risk appli howev for thi fund investor should specif be awar of the following:
4303,False,• investor with basic invest knowledge.
4304,False,• investor who can accept larg short term losses.
4305,False,• investor want a return (growth) over the longer term (5 year or more).
4306,False,"• the fund ha specif and gener risk with a risk rate as per the srri number, all detail on the key investor inform"
4308,False,• for gener sale to retail and profession investor through all distribut channel with or without profession advice.
4310,False,asi (sli) asian pacif growth equiti fund perform target msci ac asia pacif ex japan +3% from 31/12/2014. msci ac pacif ex japan +3% from 16/11/1998 to 30/12/2014. perform compar - ia asia pacif ex japan equiti sector averag asi (sli) corpor bond fund* perform target - ia £ corpor bond sector averag perform constrain benchmark - iboxx sterl collater & corpor index asi (sli) emerg market equiti fund perform target - mscl emerg market index
4312,False,"• the fund ha specif and gener risk with a risk rate as per the srri number, all detail on the key investor inform"
4313,False,"• the fund ha specif and gener risk with a risk rate as per the srri number, all detail on the key investor inform"
4314,False,"• the fund ha specif and gener risk with a risk rate as per the srri number, all detail on the key investor inform"
4315,False,"• the fund ha specif and gener risk with a risk rate as per the srri number, all detail on the key investor inform"
4318,True,"• the fund will invest at least 70% in equiti and equiti relat secur of compani listed, incorpor or domicil in the uk or compani that deriv a signific proport of their revenu or profit from uk oper or have a signific proport of their asset there."
4319,True,"• the fund may also invest in other fund (includ those manag by aberdeen standard investments) and money-market instruments, and cash."
4321,False,"• the manag team use their discret (activ management) to maintain a concentr asset mix at sector and stock level, with sector weight within the portfolio typic a by-product of the underli stock exposure."
4322,False,"• the fund ha specif and gener risk with a risk rate as per the srri number, all detail on the key investor inform"
4323,True,"• in seek to achiev the perform target, the ftse 350 index is use as a refer point for portfolio construct and as a basi for set risk constraints. the expect variat (“track error”) between the return of the fund and the index is not ordinarili expect to exceed 10%. due to the activ natur of the manag process, the fund' perform profil may deviat significantli from that of the ftse 350 index."
4325,True,"• the fund may use deriv to reduc risk, reduc cost and/or gener addit incom or growth consist with the risk profil of the fund (often refer to as “effici portfolio management”)."
4326,False,"• the fund ha specif and gener risk with a risk rate as per the srri number, all detail on the key investor inform"
4327,False,"• the fund ha specif and gener risk with a risk rate as per the srri number, all detail on the key investor inform"
4328,False,all gener invest risk appli howev for thi fund investor should specif be awar of the following:
4337,False,• investor with basic invest knowledge.
4338,False,• investor who can accept larg short term losses.
4339,False,• investor want a return (growth) over the longer term (5 year or more).
4340,False,"• the fund ha specif and gener risk with a risk rate as per the srri number, all detail on the key investor inform"
4342,False,• for gener sale to retail and profession investor through all distribut channel with or without profession advice.
4343,False,asi (sli) corpor bond fund
4345,False,"• the fund ha specif and gener risk with a risk rate as per the srri number, all detail on the key investor inform"
4346,False,"• the fund ha specif and gener risk with a risk rate as per the srri number, all detail on the key investor inform"
4347,False,"• the fund ha specif and gener risk with a risk rate as per the srri number, all detail on the key investor inform"
4350,True,"• the fund will invest at least 70% in equiti and equiti relat secur of compani listed, incorpor or domicil in the uk or compani that deriv a signific proport of their revenu or profit from uk oper or have a signific proport of their asset there."
4351,True,"• the fund may also invest in other fund (includ those manag by aberdeen standard investments) and money-market instruments, and cash."
4353,False,• the manag team use their discret (activ management) to maintain a divers asset mix at sector and stock level..
4354,False,"• the fund ha specif and gener risk with a risk rate as per the srri number, all detail on the key investor inform"
4355,False,"• the fund ha specif and gener risk with a risk rate as per the srri number, all detail on the key investor inform"
4356,True,"• in seek to achiev the perform target, the ftse 350 index is use as a refer point for portfolio construct and as a basi for set risk constraints. the expect variat (“track error”) between the return of the fund and the index is not ordinarili expect to exceed 8%. due to the incom natur of the manag process, the fund' perform profil may deviat significantli from that of the ftse 350 index."
4358,True,"• the fund may use deriv to reduc risk, reduc cost and/or gener addit incom or growth at proportion risk (often refer to as “effici portfolio management”)."
4359,False,"• the fund ha specif and gener risk with a risk rate as per the srri number, all detail on the key investor inform"
4360,False,"• the fund ha specif and gener risk with a risk rate as per the srri number, all detail on the key investor inform"
4361,False,all gener invest risk appli howev for thi fund investor should specif be awar of the following:
4374,False,• investor with basic invest knowledge.
4375,False,• investor who can accept larg short term losses.
4376,False,• investor want an incom and some growth over the longer term (5 year or more).
4377,False,"• the fund ha specif and gener risk with a risk rate as per the srri number, all detail on the key investor inform"
4379,False,• for gener sale to retail and profession investor through all distribut channel with or without profession advice.
4380,False,asi (sli) corpor bond fund
4382,False,"• the fund is subject to variou invest law and regul that limit the use of certain secur and invest techniqu that might improv performance; to the extent that the fund decid to regist in jurisdict that impos narrow limits, thi decis could further limit it invest activities."
4383,True,"• the fund may invest in invest grade bond issu anywher in the world by govern and corporations, includ sub- sovereign inflation-linked, convertible, asset back and mortgag back bonds. the fund will employ techniqu to reduc (hedge) risk relat to currenc movement on non-sterl bonds."
4384,True,"• the fund may invest up to 30% in larger capitalis compani listed, incorpor or domicil in the uk."
4385,False,• the investor cannot direct or influenc how money is invest while it is in the company.
4388,True,"• the fund will invest at least 70% in equiti and equiti relat secur of compani listed, incorpor or domicil in the uk or compani that deriv a signific proport of their revenu or profit from uk oper or have a signific proport of their asset there."
4389,False,"• their primari focu is on stock select use research techniqu to select individu holdings. given the fund’ incom objective, the manag team place particular emphasi on understand busi fundament and dynam and the impact thi ha on cash flow gener and the company’ abil to alloc cash effectively."
4390,False,"• their primari focu is on stock select use research techniqu to select individu holdings. given the fund’ incom objective, the manag team place particular emphasi on understand busi fundament and dynam and the impact thi ha on cash flow gener and the company’ abil to alloc cash effectively."
4391,True,"• the fund may also invest in other fund (includ those manag by aberdeen standard investments) and money-market instruments, and cash."
4393,False,• the manag team use their discret (activ management) to maintain a concentr asset mix at sector and stock level.
4394,False,"• their primari focu is on stock select use research techniqu to select individu holdings. given the fund’ incom objective, the manag team place particular emphasi on understand busi fundament and dynam and the impact thi ha on cash flow gener and the company’ abil to alloc cash effectively."
4395,True,"• in seek to achiev the perform target, the ftse all-shar index is use as a refer point for portfolio construct and as a basi for set risk constraints. the expect variat (“track error”) between the return of the fund and the"
4397,False,"• their primari focu is on stock select use research techniqu to select individu holdings. the research process is focus on identifi compani where the manag team have a differ view of a company' prospect than that of the market, and which align with their view regard futur econom and busi conditions."
4398,False,pleas note: the fund’ abil to buy and sell small and mid-capitalis share and the associ cost can be affect dure period of market stress. in certain circumst investor in the fund may not be abl to sell their invest when they want to.
4400,True,"• the fund may use deriv to reduc risk, reduc cost and/or gener addit incom or growth consist with the risk profil of the fund (often refer to as “effici portfolio management”)."
4401,False,"• their primari focu is on stock select use research techniqu to select individu holdings. the research process is focus on identifi compani where the manag team have a differ view of a company' prospect than that of the market, and which align with their view regard futur econom and busi conditions."
4402,False,"• their primari focu is on stock select use research techniqu to select individu holdings. the research process is focus on identifi compani where the manag team have a differ view of a company' prospect than that of the market, and which align with their view regard futur econom and busi conditions."
4403,False,all gener invest risk appli howev for thi fund investor should specif be awar of the following: i. equiti risk
4411,False,• investor with basic invest knowledge.
4412,False,• investor who can accept larg short term losses.
4413,False,• investor want a return (growth) over the longer term (5 year or more).
4414,False,"• their primari focu is on stock select use research techniqu to select individu holdings. the research process is focus on identifi compani where the manag team have a differ view than that of the market, and which align with their view regard futur econom and busi conditions."
4416,False,• for gener sale to retail and profession investor through all distribut channel with or without profession advice.
4417,False,asi (sli) corpor bond fund asi emerg market govern bond fund (thi fund is in the process of be termin and is therefor not avail for investment.) asi europ ex uk smaller compani fund asi europ ex uk growth
4419,False,"• their primari focu is on stock select use research techniqu to select individu holdings. the research process is focus on identifi compani where the manag team have a differ view than that of the market, and which align with their view regard futur econom and busi conditions."
4420,False,"• their primari focu is on stock select use research techniqu to select individu holdings. the research process is focus on identifi compani where the manag team have a differ view than that of the market, and which align with their view regard futur econom and busi conditions."
4421,False,"• their primari focu is on stock select use research techniqu to select individu holdings. the research process is focus on identifi compani where the manag team have a differ view than that of the market, and which align with their view regard futur econom and busi conditions."
4422,False,"• their primari focu is on stock select use research techniqu to select individu holdings. the research process is focus on identifi compani where the manag team have a differ view than that of the market, and which align with their view regard futur econom and busi conditions."
4425,True,"• the fund will invest at least 70% in equiti and equiti relat secur of compani listed, incorporated, or domicil in the uk or compani that deriv a signific proport of their revenu or profit from uk oper or have a signific proport of their asset there."
4426,True,"• the fund may also invest in other fund (includ those manag by aberdeen standard investments), money-market instruments, and cash."
4430,False,• the manag team use their discret (activ management) to maintain a divers asset mix at sector and stock level.
4431,False,"• their primari focu is on stock select use research techniqu to select individu holdings. the research process is focus on identifi compani where the manag team have a differ view than that of the market, and which align with their view regard futur econom and busi conditions."
4432,True,"• in seek to achiev the perform target, the ftse all-shar index is use as a refer point for portfolio construct and as a basi for set risk constraints. the expect variat (“track error”) between the return of the fund and the index is not ordinarili expect to exceed 12%. due to the ethic natur of the manag process, there are a materi number of stock and sector in the ftse all-shar index that the fund is unabl to invest, which mean the fund' perform profil may deviat significantli from that of the ftse all-shar index."
4434,True,"• the fund may use deriv to reduc risk, reduc cost and/or gener addit incom or growth consist with the risk profil of the fund (often refer to as “effici portfolio management”)."
4437,False,all gener invest risk appli howev for thi fund investor should specif be awar of the following: i. equiti risk
4443,False,• investor with basic invest knowledge.
4444,False,• investor who can accept larg short term losses.
4445,False,• investor want a return (growth) over the longer term (5 year or more).
4446,False,• investor with a specif need around ethic criteria.
4449,False,• for gener sale to retail and profession investor through all distribut channel with or without profession advice.
4450,False,asi (sli) emerg market equiti fund
4456,False,• weather and climat pattern
4459,True,• the fund will invest at least 80% in govern bond issu or guarante by the uk government.
4460,True,"• the fund may also invest in invest grade bond issu anywher in the world by governments, sub-sovereign and corpor includ inflation-link bonds. the fund will employ techniqu to reduc (hedge) risk relat to currenc movement on non-sterl bonds."
4461,True,"• the fund may also invest in other fund (includ those manag by aberdeen standard investments) and money-market instruments, and cash."
4463,False,"• the manag team use their discret (activ management) to identifi invest after analys global econom and market condit (for example, interest rate and inflation) in addit to analys of individu bond and derivatives."
4464,True,"• in seek to achiev the perform target, the ftse actuari uk convent gilt all stock index is use as a refer point for portfolio construct and as a basi for set risk constraints. the expect variat (“track error”) between the return of the fund and the index is not ordinarili expect to exceed 1.5%. due to the fund' risk constraints, the intent is that the fund' perform profil will not deviat significantli from that of the ftse actuari uk convent gilt all stock index over the longer term."
4466,True,"• the fund may use deriv to reduc risk, reduc cost and/or gener addit incom or growth consist with the risk profil of the fund (often refer to as “effici portfolio management”)."
4467,False,0.4% 0.4% 0.75% 0.75%
4468,False,0.40% 0% 0.75% 0.3% 1.5%
4469,False,all gener invest risk appli howev for thi fund investor should specif be awar of the following:
4477,False,• investor with basic invest knowledge.
4478,False,• investor who can accept larg short term losses.
4479,False,• investor want an incom and some growth over the longer term (5 year or more).
4480,False,0.45% 0% 0% 0% 0.5% 0.3% 1% 1% 0.3% 0.3% 0% 0% 0% 0.75% 0% 0%
4481,False,document. • for gener sale to retail and profession investor through all distribut channel with or without profession advice.
4483,False,asi (sli) emerg market equiti fund
4485,False,0.5% 0.3% 0.25% 0.25% 0% 0% 0%
4487,False,0.5% 0.5% 0.65% 0.65%
4488,False,0.75% 0% 0% 0.5% 0% 0.65% 0.5% 0.5% 0% 0%
4491,True,"• the fund will invest at least 70% in smaller and mid-capitalis equiti and equiti relat secur of compani listed, incorpor or domicil in the uk or compani that deriv a signific proport of their revenu or profit from uk oper or have a signific proport of their asset there."
4492,False,0.75% 0.3% 1.5% 0%
4493,False,0.75% 0.3% 1.5% 0% 0%
4494,True,"• the fund may also invest in other fund (includ those manag by aberdeen standard investments) and money-market instruments, and cash."
4496,False,• the manag team use their discret (activ management) to maintain a divers asset mix at sector and stock level.
4497,False,0.75% 0.6% 0.6% 0% 0%
4498,True,"• in seek to achiev the perform target, the ftse all-shar ex ftse 100 ex invest trust index is use as a refer point for portfolio construct and as a basi for set risk constraints. the expect variat (“track error”) between the return of the fund and the index is not ordinarili expect to exceed 9%. due to the activ natur of the manag process, the fund' perform profil may deviat significantli from that of the ftse all-shar ex ftse 100 ex invest trust index."
4499,False,pleas note: the fund’ abil to buy and sell small and mid-capitalis share and the associ cost can be affect dure period of market stress. in certain circumst investor in the fund may not be abl to sell their invest when they want to.
4501,True,"• the fund may use deriv to reduc risk, reduc cost and/or gener addit incom or growth consist with the risk profil of the fund (often refer to as “effici portfolio management”)."
4502,False,0.75% 1.5% 0.6% 0.6% 0% 0%
4503,False,0.75% plat 1 acc 0.75% plat 1 inc
4504,False,all gener invest risk appli howev for thi fund investor should specif be awar of the following:
4508,False,0.8% 1.6% 0.4% 0.72% 0%
4515,False,• investor with basic invest knowledge.
4516,False,• investor who can accept larg short term losses.
4517,False,• investor want a return (growth) over the longer term (5 year or more).
4518,False,0.85% 1.7% 0.65% 0%
4520,False,• for gener sale to retail and profession investor through all distribut channel with or without profession advice.
4521,False,asi (sli) emerg market equiti fund
4523,False,"1,000 smaller denomin share give the same right to particip in scheme properti as one larger denomin share and 1,000 is, therefore, the “relev number” of smaller denomin share for the purpos of the follow paragraph."
4529,True,"• the fund will invest at least 60% in small-capitalis equiti and equiti relat secur of compani listed, incorporated, or domicil in the uk or compani that deriv a signific proport of their revenu or profit from uk oper or have a signific proport of their asset there."
4530,False,a chang in ani oper policy.
4531,True,"• the fund may also invest up to 40% in mid and larger capitalis compani listed, incorpor or domicil in the uk."
4532,True,"• the fund may also invest in other fund (includ those manag by aberdeen standard investments) and money-market instruments, and cash."
4534,False,• the manag team use their discret (activ management) to maintain a divers asset mix at sector and stock level.
4535,False,a chang in the method of price publication;
4536,True,"• in seek to achiev the perform target, the numi smaller compani plu aim ex invest compani index is use as a refer point for portfolio construct and as a basi for set risk constraints. the expect variat (“track error”) between the return of the fund and the index, should not exceed 10%. due to the activ natur of the invest process, the fund' perform profil may deviat significantli from that of the numi smaller compani plu aim ex invest compani index."
4538,True,"• the fund may use deriv to reduc risk, reduc cost and/or gener addit incom or growth consist with the risk profil of the fund (often refer to as “effici portfolio management”)."
4540,False,a chang of name invest manager;
4541,False,a chang of the depositari or a chang in the name of a fund.
4542,False,all gener invest risk appli howev for thi fund investor should specif be awar of the following:
4546,False,a chang to the time of the valuat point;
4552,False,• investor with basic invest knowledge.
4553,False,• investor who can accept larg short term losses.
4554,False,• investor want a return (growth) over the longer term (5 year or more).
4555,False,a complet list of other directorship can be provid on written request.
4557,False,• for gener sale to retail and profession investor through all distribut channel with or without profession advice.
4562,False,asi american equiti unconstrain fund
4565,False,31/12/2017 31/12/2016 31/12/2015 (%) (%) (%)
4607,False,perform compar - ia global emerg market equiti sector averag asi aaa bond fund
